id,year,title,authors,venue,category,publication_type,doi,arxiv_id,url,open_pdf_url,citation_count,source,source_query,status,notes,abbreviation,paper_label,paper_url,code_weights_label,code_weights_url,awesome_section
paper_model_semantic-decoupled-spatial-partition-guided-point-supervised-oriented-object-det,2025,Semantic-decoupled Spatial Partition Guided Point-supervised Oriented Object Detection,Xinyuan Liu; Hang Xu; Yike Ma; Yucheng Zhang; Feng Dai,arXiv,object_detection,paper_code,10.48550/arXiv.2506.10601,2506.10601,https://arxiv.org/abs/2506.10601,https://arxiv.org/pdf/2506.10601,,paper-extraction,paper:paper_2506_10601,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2506_10601; review model naming/scope before citing.,Semantic-decoupled Spatial Partition Guided Point-supervised Oriented Object Detection,Paper,https://arxiv.org/abs/2506.10601,GitHub,https://github.com/antxinyuan/ssp,Paper-derived code-backed models
paper_model_smarties,2025,SMARTIES: Spectrum-Aware Multi-Sensor Auto-Encoder for Remote Sensing Images,Gencer Sumbul; Chang Xu; Emanuele Dalsasso; Devis Tuia,arXiv,foundation_models,paper_code,10.48550/arXiv.2506.19585,2506.19585,https://arxiv.org/abs/2506.19585,https://arxiv.org/pdf/2506.19585,,paper-extraction,paper:paper_2506_19585,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2506_19585; review model naming/scope before citing.,SMARTIES,Paper,https://arxiv.org/abs/2506.19585,GitHub,https://github.com/gsumbul/SMARTIES,Paper-derived code-backed models
paper_model_video-compression-for-spatiotemporal-earth-system-data,2025,Video Compression for Spatiotemporal Earth System Data,Oscar J. Pellicer-Valero; Cesar Aybar; Gustau Camps Valls,arXiv,segmentation,paper_code,10.48550/arXiv.2506.19656,2506.19656,https://arxiv.org/abs/2506.19656,https://arxiv.org/pdf/2506.19656,,paper-extraction,paper:paper_2506_19656,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2506_19656; review model naming/scope before citing.,Video Compression for Spatiotemporal Earth System Data,Paper,https://arxiv.org/abs/2506.19656,GitHub,https://github.com/ipl-uv/xarrayvideo,Paper-derived code-backed models
paper_model_high-resolution-live-fuel-moisture-content-lfmc-maps-for-wildfire-risk-from-mult,2025,High-Resolution Live Fuel Moisture Content (LFMC) Maps for Wildfire Risk from Multimodal Earth Observation Data,Patrick Alan Johnson; Gabriel Tseng; Yawen Zhang; Heather Heward; Virginia Sjahli; Favyen Bastani; Joseph Redmon; Patrick Beukema,arXiv,foundation_models,paper_code,10.48550/arXiv.2506.20132,2506.20132,https://arxiv.org/abs/2506.20132,https://arxiv.org/pdf/2506.20132,,paper-extraction,paper:paper_2506_20132,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2506_20132; review model naming/scope before citing.,High-Resolution Live Fuel Moisture Content (LFMC) Maps for Wildfire Risk from Multimodal Earth Observation Data,Paper,https://arxiv.org/abs/2506.20132,GitHub,https://github.com/allenai/lfmc,Paper-derived code-backed models
paper_model_unmix-nerf,2025,UnMix-NeRF: Spectral Unmixing Meets Neural Radiance Fields,Fabian Perez; Sara Rojas; Carlos Hinojosa; Hoover Rueda-Chacón; Bernard Ghanem,arXiv,segmentation,paper_code,10.48550/arXiv.2506.21884,2506.21884,https://arxiv.org/abs/2506.21884,https://arxiv.org/pdf/2506.21884,,paper-extraction,paper:paper_2506_21884,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2506_21884; review model naming/scope before citing.,UnMix-NeRF,Paper,https://arxiv.org/abs/2506.21884,GitHub,https://github.com/Factral/UnMix-NeRF,Paper-derived code-backed models
paper_model_landslide-detection-and-mapping-using-deep-learning-across-multi-source-satellit,2025,Landslide Detection and Mapping Using Deep Learning Across Multi-Source Satellite Data and Geographic Regions,Rahul A. Burange; Harsh K. Shinde; Omkar Mutyalwar,arXiv,segmentation,paper_code,10.48550/arXiv.2507.01123,2507.01123,https://arxiv.org/abs/2507.01123,https://arxiv.org/pdf/2507.01123,,paper-extraction,paper:paper_2507_01123,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_01123; review model naming/scope before citing.,Landslide Detection and Mapping Using Deep Learning Across Multi-Source Satellite Data and Geographic Regions,Paper,https://arxiv.org/abs/2507.01123,GitHub,https://github.com/HarshShinde0/DeepSlide,Paper-derived code-backed models
paper_model_optimizing-methane-detection-on-board-satellites,2025,"Optimizing Methane Detection On Board Satellites: Speed, Accuracy, and Low-Power Solutions for Resource-Constrained Hardware",Jonáš Herec; Vít Růžička; Rado Pitoňák,arXiv,object_detection,paper_code,10.48550/arXiv.2507.01472,2507.01472,https://arxiv.org/abs/2507.01472,https://arxiv.org/pdf/2507.01472,,paper-extraction,paper:paper_2507_01472,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_01472; review model naming/scope before citing.,Optimizing Methane Detection On Board Satellites,Paper,https://arxiv.org/abs/2507.01472,GitHub,https://github.com/zaitra/methane-filters-benchmark,Paper-derived code-backed models
paper_model_cross-domain-hyperspectral-image-classification-based-on-bi-directional-domain-a,2025,Cross-domain Hyperspectral Image Classification based on Bi-directional Domain Adaptation,Yuxiang Zhang; Wei Li; Wen Jia; Mengmeng Zhang; Ran Tao; Shunlin Liang,arXiv,paper_models,paper_code,10.48550/arXiv.2507.02268,2507.02268,https://arxiv.org/abs/2507.02268,https://arxiv.org/pdf/2507.02268,,paper-extraction,paper:paper_2507_02268,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_02268; review model naming/scope before citing.,Cross-domain Hyperspectral Image Classification based on Bi-directional Domain Adaptation,Paper,https://arxiv.org/abs/2507.02268,GitHub,https://github.com/YuxiangZhang-BIT/IEEE_TCSVT_BiDA,Paper-derived code-backed models
paper_model_be-the-change-you-want-to-see,2025,Be the Change You Want to See: Revisiting Remote Sensing Change Detection Practices,Blaž Rolih; Matic Fučka; Filip Wolf; Luka Čehovin Zajc,arXiv,object_detection,paper_code,10.48550/arXiv.2507.03367,2507.03367,https://arxiv.org/abs/2507.03367,https://arxiv.org/pdf/2507.03367,,paper-extraction,paper:paper_2507_03367,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_03367; review model naming/scope before citing.,Be the Change You Want to See,Paper,https://arxiv.org/abs/2507.03367,GitHub,https://github.com/blaz-r/BTC-change-detection,Paper-derived code-backed models
paper_model_efficient-sar-vessel-detection-for-fpga-based-on-satellite-sensing,2025,Efficient SAR Vessel Detection for FPGA-Based On-Satellite Sensing,Colin Laganier; Liam Fletcher; Elim Kwan; Richard Walters; Victoria Nockles,arXiv,object_detection,paper_code,10.48550/arXiv.2507.04842,2507.04842,https://arxiv.org/abs/2507.04842,https://arxiv.org/pdf/2507.04842,,paper-extraction,paper:paper_2507_04842,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_04842; review model naming/scope before citing.,Efficient SAR Vessel Detection for FPGA-Based On-Satellite Sensing,Paper,https://arxiv.org/abs/2507.04842,GitHub,https://github.com/alan-turing-institute/sar-vessel-detection-fpga,Paper-derived code-backed models
paper_model_rsrefseg-2,2025,RSRefSeg 2: Decoupling Referring Remote Sensing Image Segmentation with Foundation Models,Keyan Chen; Chenyang Liu; Bowen Chen; Jiafan Zhang; Zhengxia Zou; Zhenwei Shi,arXiv,foundation_models,paper_code,10.48550/arXiv.2507.06231,2507.06231,https://arxiv.org/abs/2507.06231,https://arxiv.org/pdf/2507.06231,,paper-extraction,paper:paper_2507_06231,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_06231; review model naming/scope before citing.,RSRefSeg 2,Paper,https://arxiv.org/abs/2507.06231,GitHub,https://github.com/kyanchen/rsrefseg2,Paper-derived code-backed models
paper_model_greenhyperspectra,2025,GreenHyperSpectra: A multi-source hyperspectral dataset for global vegetation trait prediction,Eya Cherif; Arthur Ouaknine; Luke A. Brown; Phuong D. Dao; Kyle R. Kovach; Bing Lu; Daniel Mederer; Hannes Feilhauer; Teja Kattenborn; David Rolnick,arXiv,foundation_models,paper_code,10.48550/arXiv.2507.06806,2507.06806,https://arxiv.org/abs/2507.06806,https://arxiv.org/pdf/2507.06806,,paper-extraction,paper:paper_2507_06806,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_06806; review model naming/scope before citing.,GreenHyperSpectra,Paper,https://arxiv.org/abs/2507.06806,GitHub,https://github.com/echerif18/HyspectraSSL,Paper-derived code-backed models
paper_model_precision-spatio-temporal-feature-fusion-for-robust-remote-sensing-change-detect,2025,Precision Spatio-Temporal Feature Fusion for Robust Remote Sensing Change Detection,Buddhi Wijenayake; Athulya Ratnayake; Praveen Sumanasekara; Nichula Wasalathilaka; Mathivathanan Piratheepan; Roshan Godaliyadda; Mervyn Ekanayake; Vijitha Herath,arXiv,foundation_models,paper_code,10.48550/arXiv.2507.11523,2507.11523,https://arxiv.org/abs/2507.11523,https://arxiv.org/pdf/2507.11523,,paper-extraction,paper:paper_2507_11523,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_11523; review model naming/scope before citing.,Precision Spatio-Temporal Feature Fusion for Robust Remote Sensing Change Detection,Paper,https://arxiv.org/abs/2507.11523,GitHub,https://github.com/Buddhi19/MambaCD,Paper-derived code-backed models
paper_model_gtpbd,2025,GTPBD: A Fine-Grained Global Terraced Parcel and Boundary Dataset,Zhiwei Zhang; Zi Ye; Yibin Wen; Shuai Yuan; Haohuan Fu; Jianxi Huang; Juepeng Zheng,arXiv,segmentation,paper_code,10.48550/arXiv.2507.14697,2507.14697,https://arxiv.org/abs/2507.14697,https://arxiv.org/pdf/2507.14697,,paper-extraction,paper:paper_2507_14697,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_14697; review model naming/scope before citing.,GTPBD,Paper,https://arxiv.org/abs/2507.14697,GitHub,https://github.com/Z-ZW-WXQ/GTPBG,Paper-derived code-backed models
paper_model_holitracer,2025,HoliTracer: Holistic Vectorization of Geographic Objects from Large-Size Remote Sensing Imagery,Yu Wang; Bo Dang; Wanchun Li; Wei Chen; Yansheng Li,arXiv,segmentation,paper_code,10.48550/arXiv.2507.16251,2507.16251,https://arxiv.org/abs/2507.16251,https://arxiv.org/pdf/2507.16251,,paper-extraction,paper:paper_2507_16251,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_16251; review model naming/scope before citing.,HoliTracer,Paper,https://arxiv.org/abs/2507.16251,GitHub,https://github.com/vvangfaye/HoliTracer,Paper-derived code-backed models
paper_model_mitigating-geospatial-knowledge-hallucination-in-large-language-models,2025,Mitigating Geospatial Knowledge Hallucination in Large Language Models: Benchmarking and Dynamic Factuality Aligning,Shengyuan Wang; Jie Feng; Tianhui Liu; Dan Pei; Yong Li,arXiv,paper_models,paper_code,10.48550/arXiv.2507.19586,2507.19586,https://arxiv.org/abs/2507.19586,https://arxiv.org/pdf/2507.19586,,paper-extraction,paper:paper_2507_19586,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_19586; review model naming/scope before citing.,Mitigating Geospatial Knowledge Hallucination in Large Language Models,Paper,https://arxiv.org/abs/2507.19586,GitHub,https://github.com/tsinghua-fib-lab/GeospatialHallucination,Paper-derived code-backed models
paper_model_ris-lad,2025,RIS-LAD: A Benchmark and Model for Referring Low-Altitude Drone Image Segmentation,Kai Ye; YingShi Luan; Zhudi Chen; Guangyue Meng; Pingyang Dai; Liujuan Cao,arXiv,segmentation,paper_code,10.48550/arXiv.2507.20920,2507.20920,https://arxiv.org/abs/2507.20920,https://arxiv.org/pdf/2507.20920,,paper-extraction,paper:paper_2507_20920,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_20920; review model naming/scope before citing.,RIS-LAD,Paper,https://arxiv.org/abs/2507.20920,GitHub,https://github.com/AHideoKuzeA/RIS-LAD,Paper-derived code-backed models
paper_model_adapting-vehicle-detectors-for-aerial-imagery-to-unseen-domains-with-weak-superv,2025,Adapting Vehicle Detectors for Aerial Imagery to Unseen Domains with Weak Supervision,Xiao Fang; Minhyek Jeon; Zheyang Qin; Stanislav Panev; Celso de Melo; Shuowen Hu; Shayok Chakraborty; Fernando De la Torre,arXiv,paper_models,paper_code,10.48550/arXiv.2507.20976,2507.20976,https://arxiv.org/abs/2507.20976,https://arxiv.org/pdf/2507.20976,,paper-extraction,paper:paper_2507_20976,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_20976; review model naming/scope before citing.,Adapting Vehicle Detectors for Aerial Imagery to Unseen Domains with Weak Supervision,Paper,https://arxiv.org/abs/2507.20976,GitHub,https://github.com/humansensinglab/AGenDA,Paper-derived code-backed models
paper_model_deltavlm,2025,DeltaVLM: Interactive Remote Sensing Image Change Analysis via Instruction-guided Difference Perception,Pei Deng; Wenqian Zhou; Hanlin Wu,arXiv,object_detection,paper_code,10.48550/arXiv.2507.22346,2507.22346,https://arxiv.org/abs/2507.22346,https://arxiv.org/pdf/2507.22346,,paper-extraction,paper:paper_2507_22346,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2507_22346; review model naming/scope before citing.,DeltaVLM,Paper,https://arxiv.org/abs/2507.22346,GitHub,https://github.com/hanlinwu/DeltaVLM,Paper-derived code-backed models
paper_model_sam2-unext,2025,SAM2-UNeXT: An Improved High-Resolution Baseline for Adapting Foundation Models to Downstream Segmentation Tasks,Xinyu Xiong; Zihuang Wu; Lei Zhang; Lei Lu; Ming Li; Guanbin Li,arXiv,foundation_models,paper_code,10.48550/arXiv.2508.03566,2508.03566,https://arxiv.org/abs/2508.03566,https://arxiv.org/pdf/2508.03566,,paper-extraction,paper:paper_2508_03566,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2508_03566; review model naming/scope before citing.,SAM2-UNeXT,Paper,https://arxiv.org/abs/2508.03566,GitHub,https://github.com/WZH0120/SAM2-UNeXT,Paper-derived code-backed models
paper_model_ver-bench,2025,VER-Bench: Evaluating MLLMs on Reasoning with Fine-Grained Visual Evidence,Chenhui Qiang; Zhaoyang Wei; Xumeng Han; Zipeng Wang; Siyao Li; Xiangyuan Lan; Jianbin Jiao; Zhenjun Han,arXiv,paper_models,paper_code,10.48550/arXiv.2508.04852,2508.04852,https://arxiv.org/abs/2508.04852,https://arxiv.org/pdf/2508.04852,,paper-extraction,paper:paper_2508_04852,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2508_04852; review model naming/scope before citing.,VER-Bench,Paper,https://arxiv.org/abs/2508.04852,GitHub,https://github.com/verbta/ACMMM-25-Materials,Paper-derived code-backed models
paper_model_wgast,2025,WGAST: Weakly-Supervised Generative Network for Daily 10 m Land Surface Temperature Estimation via Spatio-Temporal Fusion,Sofiane Bouaziz; Adel Hafiane; Raphael Canals; Rachid Nedjai,arXiv,paper_models,paper_code,10.48550/arXiv.2508.06485,2508.06485,https://arxiv.org/abs/2508.06485,https://arxiv.org/pdf/2508.06485,,paper-extraction,paper:paper_2508_06485,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2508_06485; review model naming/scope before citing.,WGAST,Paper,https://arxiv.org/abs/2508.06485,GitHub,https://github.com/Sofianebouaziz1/WGAST,Paper-derived code-backed models
paper_model_mamba-fcs,2025,"Mamba-FCS: Joint Spatio- Frequency Feature Fusion, Change-Guided Attention, and SeK Loss for Enhanced Semantic Change Detection in Remote Sensing",Buddhi Wijenayake; Athulya Ratnayake; Praveen Sumanasekara; Roshan Godaliyadda; Parakrama Ekanayake; Vijitha Herath; Nichula Wasalathilaka,arXiv,object_detection,paper_code,10.48550/arXiv.2508.08232,2508.08232,https://arxiv.org/abs/2508.08232,https://arxiv.org/pdf/2508.08232,,paper-extraction,paper:paper_2508_08232,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2508_08232; review model naming/scope before citing.,Mamba-FCS,Paper,https://arxiv.org/abs/2508.08232,GitHub,https://github.com/Buddhi19/MambaFCS,Paper-derived code-backed models
paper_model_deh4r,2025,DeH4R: A Decoupled and Hybrid Method for Road Network Graph Extraction,Dengxian Gong; Shunping Ji,arXiv,segmentation,paper_code,10.48550/arXiv.2508.13669,2508.13669,https://arxiv.org/abs/2508.13669,https://arxiv.org/pdf/2508.13669,,paper-extraction,paper:paper_2508_13669,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2508_13669; review model naming/scope before citing.,DeH4R,Paper,https://arxiv.org/abs/2508.13669,GitHub,https://github.com/7777777FAN/DeH4R,Paper-derived code-backed models
paper_model_satdino,2025,SatDINO: A Deep Dive into Self-Supervised Pretraining for Remote Sensing,Jakub Straka; Ivan Gruber,arXiv,foundation_models,paper_code,10.48550/arXiv.2508.21402,2508.21402,https://arxiv.org/abs/2508.21402,https://arxiv.org/pdf/2508.21402,,paper-extraction,paper:paper_2508_21402,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2508_21402; review model naming/scope before citing.,SatDINO,Paper,https://arxiv.org/abs/2508.21402,GitHub,https://github.com/strakaj/SatDINO,Paper-derived code-backed models
paper_model_towards-methane-detection-onboard-satellites,2025,Towards Methane Detection Onboard Satellites,Maggie Chen; Hala Lamdouar; Luca Marini; Laura Martínez-Ferrer; Chris Bridges; Giacomo Acciarini,arXiv,object_detection,paper_code,10.48550/arXiv.2509.00626,2509.00626,https://arxiv.org/abs/2509.00626,https://arxiv.org/pdf/2509.00626,,paper-extraction,paper:paper_2509_00626,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2509_00626; review model naming/scope before citing.,Towards Methane Detection Onboard Satellites,Paper,https://arxiv.org/abs/2509.00626,GitHub,https://github.com/spaceml-org/plume-hunter,Paper-derived code-backed models
paper_model_btcchat,2025,BTCChat: Advancing Remote Sensing Bi-temporal Change Captioning with Multimodal Large Language Model,Yujie Li; Wenjia Xu; Yuanben Zhang; Zhiwei Wei; Mugen Peng,arXiv,paper_models,paper_code,10.48550/arXiv.2509.05895,2509.05895,https://arxiv.org/abs/2509.05895,https://arxiv.org/pdf/2509.05895,,paper-extraction,paper:paper_2509_05895,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2509_05895; review model naming/scope before citing.,BTCChat,Paper,https://arxiv.org/abs/2509.05895,GitHub,https://github.com/IntelliSensing/BTCChat,Paper-derived code-backed models
paper_model_fsg-net,2025,FSG-Net: Frequency-Spatial Synergistic Gated Network for High-Resolution Remote Sensing Change Detection,Zhongxiang Xie; Shuangxi Miao; Yuhan Jiang; Zhewei Zhang; Jing Yao; Xuecao Li; Jianxi Huang; Pedram Ghamisi,arXiv,object_detection,paper_code,10.48550/arXiv.2509.06482,2509.06482,https://arxiv.org/abs/2509.06482,https://arxiv.org/pdf/2509.06482,,paper-extraction,paper:paper_2509_06482,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2509_06482; review model naming/scope before citing.,FSG-Net,Paper,https://arxiv.org/abs/2509.06482,GitHub,https://github.com/zxXie-Air/FSG-Net,Paper-derived code-backed models
paper_model_gleam,2025,GLEAM: Learning to Match and Explain in Cross-View Geo-Localization,Xudong Lu; Zhi Zheng; Yi Wan; Yongxiang Yao; Annan Wang; Renrui Zhang; Panwang Xia; Qiong Wu; Qingyun Li; Weifeng Lin; Xiangyu Zhao; Peifeng Ma; Xue Yang; Hongsheng Li,arXiv,vision_location,paper_code,10.48550/arXiv.2509.07450,2509.07450,https://arxiv.org/abs/2509.07450,https://arxiv.org/pdf/2509.07450,,paper-extraction,paper:paper_2509_07450,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2509_07450; review model naming/scope before citing.,GLEAM,Paper,https://arxiv.org/abs/2509.07450,GitHub,https://github.com/Lucky-Lance/GLEAM,Paper-derived code-backed models
paper_model_peftcd,2025,PeftCD: Leveraging Vision Foundation Models with Parameter-Efficient Fine-Tuning for Remote Sensing Change Detection,Sijun Dong; Yuxuan Hu; LiBo Wang; Geng Chen; Xiaoliang Meng,arXiv,foundation_models,paper_code,10.48550/arXiv.2509.09572,2509.09572,https://arxiv.org/abs/2509.09572,https://arxiv.org/pdf/2509.09572,,paper-extraction,paper:paper_2509_09572,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2509_09572; review model naming/scope before citing.,PeftCD,Paper,https://arxiv.org/abs/2509.09572,GitHub,https://github.com/dyzy41/PeftCD,Paper-derived code-backed models
paper_model_geovlm-r1,2025,GeoVLM-R1: Reinforcement Fine-Tuning for Improved Remote Sensing Reasoning,Mustansar Fiaz; Hiyam Debary; Paolo Fraccaro; Danda Paudel; Luc Van Gool; Fahad Khan; Salman Khan,arXiv,object_detection,paper_code,10.48550/arXiv.2509.25026,2509.25026,https://arxiv.org/abs/2509.25026,https://arxiv.org/pdf/2509.25026,,paper-extraction,paper:paper_2509_25026,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2509_25026; review model naming/scope before citing.,GeoVLM-R1,Paper,https://arxiv.org/abs/2509.25026,GitHub,https://github.com/mustansarfiaz/GeoVLM-R1-Toolkit,Paper-derived code-backed models
paper_model_instageo,2025,InstaGeo: Compute-Efficient Geospatial Machine Learning from Data to Deployment,Ibrahim Salihu Yusuf; Iffanice Houndayi; Rym Oualha; Mohamed Aziz Cherif; Kobby Panford-Quainoo; Arnu Pretorius,arXiv,foundation_models,paper_code,10.48550/arXiv.2510.05617,2510.05617,https://arxiv.org/abs/2510.05617,https://arxiv.org/pdf/2510.05617,,paper-extraction,paper:paper_2510_05617,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_05617; review model naming/scope before citing.,InstaGeo,Paper,https://arxiv.org/abs/2510.05617,GitHub,https://github.com/instadeepai/InstaGeo-E2E-Geospatial-ML,Paper-derived code-backed models
paper_model_few-shot-adaptation-benchmark-for-remote-sensing-vision-language-models,2025,Few-Shot Adaptation Benchmark for Remote Sensing Vision-Language Models,Karim El Khoury; Maxime Zanella; Christophe De Vleeschouwer; Benoit Macq,arXiv,foundation_models,paper_code,10.48550/arXiv.2510.07135,2510.07135,https://arxiv.org/abs/2510.07135,https://arxiv.org/pdf/2510.07135,,paper-extraction,paper:paper_2510_07135,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_07135; review model naming/scope before citing.,Few-Shot Adaptation Benchmark for Remote Sensing Vision-Language Models,Paper,https://arxiv.org/abs/2510.07135,GitHub,https://github.com/elkhouryk/fewshot_RSVLMs,Paper-derived code-backed models
paper_model_terracodec,2025,TerraCodec: Compressing Optical Earth Observation Data,Julen Costa-Watanabe; Isabelle Wittmann; Benedikt Blumenstiel; Konrad Schindler,arXiv,foundation_models,paper_code,10.48550/arXiv.2510.12670,2510.12670,https://arxiv.org/abs/2510.12670,https://arxiv.org/pdf/2510.12670,,paper-extraction,paper:paper_2510_12670,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_12670; review model naming/scope before citing.,TerraCodec,Paper,https://arxiv.org/abs/2510.12670,GitHub,https://github.com/IBM/TerraCodec,Paper-derived code-backed models
paper_model_urbanfusion,2025,UrbanFusion: Stochastic Multimodal Fusion for Contrastive Learning of Robust Spatial Representations,Dominik J. Mühlematter; Lin Che; Ye Hong; Martin Raubal; Nina Wiedemann,arXiv,foundation_models,paper_code,10.48550/arXiv.2510.13774,2510.13774,https://arxiv.org/abs/2510.13774,https://arxiv.org/pdf/2510.13774,,paper-extraction,paper:paper_2510_13774,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_13774; review model naming/scope before citing.,UrbanFusion,Paper,https://arxiv.org/abs/2510.13774,GitHub,https://github.com/DominikM198/UrbanFusion,Paper-derived code-backed models
paper_model_skyfall-gs,2025,Skyfall-GS: Synthesizing Immersive 3D Urban Scenes from Satellite Imagery,Jie-Ying Lee; Yi-Ruei Liu; Shr-Ruei Tsai; Wei-Cheng Chang; Chung-Ho Wu; Jiewen Chan; Zhenjun Zhao; Chieh Hubert Lin; Yu-Lun Liu,arXiv,vision_location,paper_code,10.48550/arXiv.2510.15869,2510.15869,https://arxiv.org/abs/2510.15869,https://arxiv.org/pdf/2510.15869,,paper-extraction,paper:paper_2510_15869,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_15869; review model naming/scope before citing.,Skyfall-GS,Paper,https://arxiv.org/abs/2510.15869,GitHub,https://github.com/jayin92/skyfall-gs,Paper-derived code-backed models
paper_model_multi-modal-co-learning-for-earth-observation,2025,Multi-modal Co-learning for Earth Observation: Enhancing single-modality models via modality collaboration,Francisco Mena; Dino Ienco; Cassio F. Dantas; Roberto Interdonato; Andreas Dengel,arXiv,paper_models,paper_code,10.48550/arXiv.2510.19579,2510.19579,https://arxiv.org/abs/2510.19579,https://arxiv.org/pdf/2510.19579,,paper-extraction,paper:paper_2510_19579,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_19579; review model naming/scope before citing.,Multi-modal Co-learning for Earth Observation,Paper,https://arxiv.org/abs/2510.19579,GitHub,https://github.com/fmenat/MDiCo,Paper-derived code-backed models
paper_model_cityrise,2025,CityRiSE: Reasoning Urban Socio-Economic Status in Vision-Language Models via Reinforcement Learning,Tianhui Liu; Hetian Pang; Xin Zhang; Jie Feng; Yong Li; Pan Hui,arXiv,paper_models,paper_code,10.48550/arXiv.2510.22282,2510.22282,https://arxiv.org/abs/2510.22282,https://arxiv.org/pdf/2510.22282,,paper-extraction,paper:paper_2510_22282,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_22282; review model naming/scope before citing.,CityRiSE,Paper,https://arxiv.org/abs/2510.22282,GitHub,https://github.com/tsinghua-fib-lab/CityRiSE,Paper-derived code-backed models
paper_model_hierarchical-fusion-of-local-and-global-visual-features-with-mixture-of-experts,2025,Hierarchical Fusion of Local and Global Visual Features with Mixture-of-Experts for Remote Sensing Image Scene Classification,Yuanhao Tang; Xuechao Zou; Zhengpei Hu; Junliang Xing; Chengkun Zhang; Jianqiang Huang,arXiv,paper_models,paper_code,10.48550/arXiv.2510.27155,2510.27155,https://arxiv.org/abs/2510.27155,https://arxiv.org/pdf/2510.27155,,paper-extraction,paper:paper_2510_27155,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2510_27155; review model naming/scope before citing.,Hierarchical Fusion of Local and Global Visual Features with Mixture-of-Experts for Remote Sensing Image Scene Classific,Paper,https://arxiv.org/abs/2510.27155,GitHub,https://github.com/tangyuanhao-qhu/AFM-Net,Paper-derived code-backed models
paper_model_assessing-the-value-of-geo-foundational-models-for-flood-inundation-mapping,2025,"Assessing the value of Geo-Foundational Models for Flood Inundation Mapping: Benchmarking models for Sentinel-1, Sentinel-2, and Planetscope for end-users",Saurabh Kaushik; Lalit Maurya; Elizabeth Tellman; ZhiJie Zhang,arXiv,paper_models,paper_code,10.48550/arXiv.2511.01990,2511.01990,https://arxiv.org/abs/2511.01990,https://arxiv.org/pdf/2511.01990,,paper-extraction,paper:paper_2511_01990,candidate_model,Paper-derived model candidate with required public code link. Extracted from papers.csv row paper_2511_01990; review model naming/scope before citing.,Assessing the value of Geo-Foundational Models for Flood Inundation Mapping,Paper,https://arxiv.org/abs/2511.01990,GitHub,https://github.com/Sk-2103/Advancing-Flood-Inundation-Mapping-Using-Geo-Foundational-Models,Paper-derived code-backed models
